,bagni,locali,piano,prezzo(€),superficie
2872,1.0,3.0,1.0,290000,86.0
2873,1.0,2.0,1.0,245000,60.0
2874,1.0,2.0,3.0,231000,46.0
2875,3.0,5.0,2.0,1420000,160.0
2876,2.0,4.0,0.5,279000,110.0
2877,1.0,2.0,1.0,160000,55.0
2878,1.0,3.0,2.0,202000,55.0
2879,2.0,3.0,3.0,449000,126.0
2880,2.0,5.5,1.0,429000,160.0
2881,1.0,3.0,3.0,590000,115.0
2882,1.0,2.0,1.0,250000,70.0
2883,1.0,2.0,6.0,129000,76.0
2884,1.0,4.0,2.0,598000,112.0
2885,2.0,3.0,1.0,545000,110.0
2886,1.0,2.0,0.5,124000,70.0
2887,1.0,3.0,1.0,199000,100.0
2888,1.0,4.0,1.0,285000,95.0
2889,1.0,2.0,1.0,169000,50.0
2890,2.0,5.0,2.0,480000,145.0
2891,2.0,5.0,1.0,490000,160.0
2892,1.0,3.0,5.0,299000,80.0
2893,1.0,3.0,1.0,309000,95.0
2894,1.0,2.0,0.3,109000,58.0
2895,1.0,2.0,1.0,159000,45.0
2896,3.0,4.0,1.0,780000,218.0
2897,2.0,3.0,2.0,169000,70.0
2898,3.5,5.5,11.5,5200000,525.0
2899,2.0,4.0,4.0,530000,147.0
2900,2.0,3.0,0.5,245000,70.0
2901,2.0,5.0,6.0,560000,120.0
2902,2.0,3.0,3.0,395000,89.0
2903,2.0,5.5,2.0,1500000,200.0
2904,1.0,3.0,1.0,165000,70.0
2905,1.0,2.0,0.5,370000,50.0
2906,2.0,4.0,0.5,529000,137.0
2907,1.0,2.0,1.0,340000,70.0
2908,2.0,5.0,5.0,1150000,186.0
2909,1.0,2.0,1.0,195000,72.0
2910,1.0,4.0,2.0,750000,145.0
2911,1.0,2.0,2.0,290000,65.0
2912,2.0,5.5,11.5,458000,220.0
2913,1.0,1.0,2.0,109000,33.0
2914,1.0,2.0,4.0,310000,85.0
2915,2.0,4.0,1.0,218000,110.0
2916,1.0,3.0,5.0,645000,120.0
2917,2.0,4.0,1.0,670000,142.0
2918,1.0,2.0,0.5,310000,50.0
2919,2.0,5.0,1.0,265000,117.0
2920,2.0,4.0,4.0,465000,130.0
2921,1.0,2.0,1.0,369000,72.0
2922,2.0,4.0,5.0,775000,150.0
2923,1.0,3.0,1.0,135000,75.0
2924,1.0,2.0,4.0,199000,60.0
2925,2.0,5.5,3.0,410000,140.0
2926,1.0,3.0,9.0,330000,111.0
2927,1.0,3.0,1.0,199000,100.0
2928,1.0,3.0,3.0,269000,100.0
2929,1.0,3.0,3.0,245000,75.0
2930,2.0,4.0,2.0,398000,125.0
2931,3.0,5.5,1.0,595000,170.0
2932,1.0,4.0,2.0,179000,100.0
2933,1.0,3.0,2.0,269000,90.0
2934,2.0,3.0,11.5,225000,87.0
2935,3.0,5.5,0.3,1890000,330.0
2936,1.0,3.0,6.0,240000,67.0
2937,1.0,3.0,4.0,289000,86.0
2938,1.0,3.0,2.0,185000,83.0
2939,1.0,3.0,5.0,285000,81.0
2940,3.0,4.0,2.0,545000,130.0
2941,1.0,3.0,5.0,440000,97.0
2942,1.0,3.0,6.0,269000,100.0
2943,2.0,5.0,0.5,729000,140.0
2944,1.0,3.0,3.0,590000,108.0
2945,2.0,5.5,0.3,950000,165.0
2946,1.0,3.0,1.0,179000,80.0
2947,2.0,3.0,1.0,225000,74.0
2948,1.0,3.0,3.0,390000,100.0
2949,2.0,3.0,3.0,348000,76.0
2950,1.0,3.0,0.5,235000,75.0
2951,3.0,5.0,1.0,950000,130.0
2952,2.0,3.0,6.0,285000,75.0
2953,2.0,3.0,1.0,445000,90.0
2954,1.0,2.0,0.3,295000,60.0
2955,1.0,2.0,3.0,189000,55.0
2956,2.0,5.0,1.0,549000,148.0
2957,2.0,5.0,7.0,470000,150.0
2958,1.0,2.0,4.0,205000,58.0
2959,2.0,3.0,11.5,299000,82.0
2960,1.0,3.0,4.0,290000,60.0
2961,3.0,5.5,6.0,1250000,232.0
2962,3.0,4.0,1.0,620000,160.0
2963,1.0,4.0,3.0,460000,79.0
2964,2.0,3.0,3.0,359000,82.0
2965,1.0,3.0,3.0,229000,75.0
2966,1.0,3.0,1.0,240000,67.0
2967,3.0,5.0,2.0,695000,140.0
2968,1.0,3.0,1.0,550000,100.0
2969,2.0,4.0,5.0,670000,110.0
2970,1.0,3.0,0.3,260000,85.0
2971,1.0,3.0,1.0,285000,70.0
2972,1.0,3.0,3.0,400000,105.0
2973,1.0,2.0,1.0,179000,70.0
2974,3.0,5.5,11.5,390000,220.0
2975,2.0,3.0,1.0,369000,70.0
2976,2.0,3.0,11.5,359000,120.0
2977,2.0,3.0,2.0,659000,100.0
2978,1.0,3.0,3.0,213000,71.0
2979,2.0,4.0,1.0,245000,110.0
2980,2.0,3.0,7.0,395000,75.0
2981,1.0,3.0,4.0,245000,68.0
2982,1.0,3.0,3.0,680000,115.0
2983,1.0,3.0,1.0,185000,75.0
2984,2.0,3.0,2.0,800000,120.0
2985,1.0,2.0,3.0,139000,41.0
2986,1.0,2.0,11.5,205000,60.0
2987,1.0,4.0,2.0,750000,120.0
2988,1.0,2.0,1.0,169000,40.0
2989,2.0,4.0,3.0,760000,150.0
2990,2.0,5.0,7.0,560000,160.0
2991,1.0,2.0,3.0,239000,46.0
2992,1.0,3.0,0.5,119000,60.0
2993,2.0,4.0,4.0,325000,115.0
2994,2.0,5.0,3.0,515000,150.0
2995,1.0,3.0,11.5,590000,95.0
2996,1.0,3.0,2.0,255000,85.0
2997,2.0,4.0,3.0,249000,105.0
2998,2.0,5.5,0.5,510000,110.0
2999,1.0,2.0,0.5,340000,47.0
3000,2.0,3.0,2.0,259000,95.0
3001,1.0,2.0,3.0,168000,61.0
3002,2.0,3.0,4.0,295000,96.0
3003,2.0,4.0,0.5,575000,144.0
3004,1.0,2.0,2.0,155000,70.0
3005,1.0,2.0,11.5,340000,50.0
3006,1.0,2.0,2.0,199000,60.0
3007,2.0,5.5,3.0,749000,166.0
3008,1.0,3.0,0.0,199000,80.0
3009,3.0,5.5,1.0,1230000,260.0
3010,3.0,5.0,11.5,1400000,145.0
3011,2.0,3.0,0.3,165000,98.0
3012,1.0,3.0,2.0,139000,60.0
3013,1.0,2.0,2.0,155000,70.0
3014,2.0,5.0,6.0,189000,100.0
3015,2.0,5.0,5.0,249000,90.0
3016,2.0,5.0,1.0,299000,114.0
3017,1.0,3.0,2.0,145000,55.0
3018,1.0,3.0,0.3,95000,70.0
3019,2.0,3.0,1.0,145000,65.0
3020,1.0,3.0,4.0,119000,80.0
3021,1.0,2.0,3.0,119000,60.0
3022,1.0,1.0,1.0,175000,42.0
3023,1.0,3.0,5.0,239000,85.0
3024,2.0,4.0,2.0,575000,154.0
3025,1.0,1.0,3.0,130000,65.0
3026,2.0,2.0,5.0,397000,100.0
3027,1.0,3.0,1.0,220000,61.0
3028,2.0,4.0,11.5,379000,85.0
3029,1.0,2.0,2.0,215000,60.0
3030,2.0,5.0,1.0,790000,169.0
3031,2.0,5.0,6.0,675000,190.0
3032,3.0,5.5,11.5,2200000,250.0
3033,3.0,5.5,3.0,860000,233.0
3034,1.0,2.0,2.0,359000,80.0
3035,1.0,3.0,1.0,440000,75.0
3036,3.0,5.0,5.0,795000,200.0
3037,1.0,4.0,7.0,279000,115.0
3038,1.0,2.0,3.0,250000,43.0
3039,1.0,1.0,3.0,100000,45.0
3040,1.0,2.0,0.3,169000,70.0
3041,1.0,2.0,0.5,169000,58.0
3042,3.0,5.5,3.0,1400000,240.0
3043,1.0,5.0,2.0,309000,110.0
3044,1.0,1.0,0.5,119000,43.0
3045,2.0,3.0,1.0,550000,146.0
3046,3.0,5.5,11.5,1990000,272.0
3047,2.0,3.0,7.0,485000,125.0
3048,2.0,4.0,6.0,449000,110.0
3049,1.0,1.0,0.5,160000,41.0
3050,2.0,5.5,4.0,880000,145.0
3051,3.0,5.5,3.0,2050000,287.0
3052,1.0,2.0,11.5,98000,40.0
3053,1.0,4.0,5.0,225000,100.0
3054,2.0,3.0,0.3,340000,70.0
3055,2.0,5.5,1.0,620000,140.0
3056,2.0,4.0,11.5,320000,112.0
3057,3.5,4.0,1.0,890000,230.0
3058,3.0,5.5,1.0,595000,169.0
3059,1.0,3.0,11.5,285000,70.0
3060,1.0,2.0,2.0,425000,40.0
3061,2.0,5.5,1.0,539000,180.0
3062,2.0,4.0,2.0,345000,125.0
3063,1.0,5.0,4.0,235000,100.0
3064,3.5,5.5,0.3,890000,278.0
3065,2.0,5.0,0.5,469000,150.0
3066,2.0,3.0,2.0,385000,99.0
3067,1.0,4.0,4.0,305000,111.0
3068,2.0,4.0,2.0,199000,118.0
3069,2.0,5.5,3.0,550000,180.0
3070,2.0,4.0,2.0,185000,90.0
3071,1.0,4.0,3.0,375000,105.0
3072,2.0,4.0,11.5,430000,140.0
3073,2.0,4.0,3.0,339000,114.0
3074,1.0,2.0,2.0,279000,75.0
3075,1.0,4.0,4.0,420000,140.0
3076,1.0,3.0,1.0,290000,70.0
3077,1.0,2.0,0.3,119000,45.0
3078,3.0,5.5,1.0,980000,220.0
3079,2.0,3.0,3.0,275000,92.0
3080,2.0,3.0,1.0,249000,90.0
3081,1.0,2.0,2.0,229000,69.0
3082,1.0,3.0,1.0,239000,88.0
3083,1.0,2.0,5.0,277000,82.0
3084,3.0,5.5,2.0,470000,170.0
3085,1.0,2.0,0.5,245000,70.0
3086,2.0,4.0,0.5,338000,110.0
3087,2.0,5.0,6.0,645000,154.0
3088,3.0,5.0,2.0,1750000,274.0
3089,1.0,1.0,1.0,150000,47.0
3090,1.0,2.0,3.0,235000,85.0
3091,2.0,4.0,5.0,480000,120.0
3092,1.0,2.0,0.5,145000,50.0
3093,2.0,3.0,3.0,852500,133.0
3094,1.0,2.0,1.0,199000,70.0
3095,1.0,3.0,3.0,269000,78.0
3096,3.0,5.0,4.0,670000,158.0
3097,1.0,3.0,3.0,205000,65.0
3098,1.0,2.0,3.0,205000,45.0
3099,3.5,5.5,11.5,1700000,400.0
3100,1.0,2.0,2.0,154000,50.0
3101,3.0,4.0,11.5,285000,140.0
3102,2.0,5.5,1.0,839000,200.0
3103,1.0,2.0,0.5,270000,55.0
3104,1.0,1.0,1.0,125000,39.0
3105,3.0,5.5,2.0,1170000,240.0
3106,1.0,2.0,3.0,189000,60.0
3107,1.0,3.0,2.0,229000,85.0
3108,1.0,3.0,1.0,139000,55.0
3109,3.0,5.5,3.0,495000,155.0
3110,2.0,4.0,0.3,189000,90.0
3111,2.0,4.0,2.0,580000,140.0
3112,1.0,3.0,0.5,315000,101.0
3113,1.0,2.0,0.5,118000,25.0
3114,1.0,2.0,2.0,189000,65.0
3115,1.0,4.0,6.0,229000,100.0
3116,1.0,2.0,0.5,191000,65.0
3117,1.0,3.0,2.0,299000,100.0
3118,3.0,5.5,7.0,640000,190.0
3119,1.0,1.0,0.5,190000,36.0
3120,2.0,3.0,2.0,329000,87.0
3121,2.0,5.0,2.0,450000,139.0
3122,1.0,2.0,1.0,380000,74.0
3123,1.0,5.0,3.0,520000,120.0
3124,1.0,2.0,1.0,183000,59.0
3125,2.0,4.0,3.0,220000,109.0
3126,1.0,4.0,0.5,179000,90.0
3127,2.0,3.0,4.0,675000,90.0
3128,3.0,5.0,4.0,369000,149.0
3129,3.0,5.5,3.0,685000,250.0
3130,2.0,4.0,3.0,650000,135.0
3131,3.0,5.0,4.0,1100000,241.0
3132,3.0,5.5,2.0,620000,190.0
3133,1.0,2.0,5.0,209000,65.0
3134,1.0,3.0,4.0,325000,90.0
3135,2.0,5.0,1.0,750000,145.0
3136,1.0,2.0,3.0,259000,72.0
3137,1.0,2.0,1.0,179000,58.0
3138,1.0,3.0,2.0,238000,72.0
3139,1.0,3.0,1.0,297000,100.0
3140,2.0,3.0,0.5,345000,100.0
3141,1.0,3.0,0.5,345000,90.0
3142,2.0,4.0,5.0,960000,165.0
3143,3.5,4.0,11.5,1280000,250.0
3144,3.0,4.0,1.0,310000,140.0
3145,1.0,2.0,3.0,229000,55.0
3146,1.0,5.0,5.0,295000,110.0
3147,2.0,4.0,0.3,159000,100.0
3148,1.0,2.0,1.0,265000,74.0
3149,1.0,2.0,4.0,325000,70.0
3150,2.0,3.0,1.0,680000,95.0
3151,2.0,3.0,1.0,175000,99.0
3152,2.0,3.0,2.0,399000,90.0
3153,1.0,2.0,0.5,189000,42.0
3154,2.0,3.0,0.5,399000,82.0
3155,1.0,3.0,11.5,209000,75.0
3156,1.0,2.0,0.5,199000,50.0
3157,2.0,5.5,4.0,650000,150.0
3158,3.0,5.0,11.5,680000,200.0
3159,1.0,1.0,0.5,199000,45.0
3160,1.0,2.0,3.0,160000,52.0
3161,1.0,3.0,1.0,401000,91.0
3162,1.0,2.0,1.0,230000,60.0
3163,1.0,3.0,1.0,235000,75.0
3164,2.0,5.0,5.0,690000,151.0
3165,1.0,3.0,0.5,325000,80.0
3166,1.0,2.0,5.0,165000,60.0
3167,2.0,4.0,1.0,305000,110.0
3168,1.0,2.0,2.0,190000,66.0
3169,3.0,4.0,0.5,279000,135.0
3170,2.0,4.0,6.0,255000,110.0
3171,1.0,2.0,0.5,110000,66.0
3172,2.0,5.0,11.5,448000,188.0
3173,1.0,3.0,2.0,129000,70.0
3174,1.0,2.0,4.0,370000,53.0
3175,1.0,2.0,3.0,330000,65.0
3176,1.0,2.0,2.0,220000,60.0
3177,2.0,3.0,1.0,165000,116.0
3178,3.0,5.5,2.0,780000,220.0
3179,2.0,3.0,1.0,170000,75.0
3180,2.0,4.0,0.5,295000,110.0
3181,2.0,3.0,1.0,440000,115.0
3182,2.0,5.0,4.0,990000,187.0
3183,1.0,3.0,1.0,290000,90.0
3184,2.0,3.0,0.5,880000,184.0
3185,1.0,3.0,11.5,209000,80.0
3186,3.0,5.5,3.0,630000,170.0
3187,3.0,5.5,11.5,1490000,235.0
3188,2.0,4.0,1.0,230000,133.0
3189,1.0,2.0,2.0,129000,40.0
3190,2.0,5.0,0.5,470000,120.0
3191,2.0,3.0,3.0,649000,110.0
3192,2.0,5.0,2.0,450000,145.0
3193,2.0,4.0,1.0,219000,100.0
3194,2.0,4.0,4.0,358000,120.0
3195,2.0,5.5,4.0,595000,150.0
3196,2.0,4.0,0.5,439000,110.0
3197,1.0,4.0,4.0,285000,95.0
3198,1.0,4.0,1.0,375000,127.0
3199,1.0,2.0,3.0,198000,80.0
3200,2.0,4.0,3.0,790000,135.0
3201,2.0,5.5,11.5,649000,191.0
3202,1.0,2.0,1.0,270000,72.0
3203,1.0,3.0,3.0,299000,85.0
3204,1.0,2.0,3.0,189000,55.0
3205,1.0,2.0,0.5,180000,63.0
3206,2.0,3.0,1.0,410000,102.0
3207,2.0,4.0,7.0,299000,100.0
3208,1.0,3.0,2.0,269000,78.0
3209,2.0,3.0,6.0,762000,110.0
3210,2.0,4.0,11.5,348000,105.0
3211,2.0,3.0,3.0,729000,108.0
3212,3.5,5.5,11.5,890000,230.0
3213,2.0,5.0,0.3,858000,165.0
3214,2.0,5.0,4.0,470000,135.0
3215,1.0,3.0,2.0,155000,75.0
3216,2.0,4.0,11.5,1280000,160.0
3217,1.0,2.0,2.0,245000,60.0
3218,1.0,3.0,1.0,325000,61.0
3219,2.0,3.0,1.0,280000,125.0
3220,1.0,2.0,0.3,199000,60.0
3221,1.0,3.0,7.0,255000,95.0
3222,1.0,1.0,3.0,150000,40.0
3223,3.0,5.5,11.5,1350000,250.0
3224,2.0,5.5,2.0,1080000,167.0
3225,1.0,2.0,0.3,98000,45.0
3226,2.0,4.0,4.0,305000,122.0
3227,1.0,2.0,0.5,194000,65.0
3228,2.0,3.0,11.5,142741,93.0
3229,1.0,3.0,4.0,215000,85.0
3230,1.0,2.0,3.0,580000,63.0
3231,1.0,2.0,4.0,240000,89.0
3232,1.0,2.0,3.0,550000,75.0
3233,1.0,3.0,2.0,275000,70.0
3234,1.0,3.0,1.0,249000,80.0
3235,1.0,3.0,1.0,299000,93.0
3236,1.0,3.0,4.0,600000,70.0
3237,2.0,4.0,2.0,520000,150.0
3238,1.0,4.0,0.5,119000,65.0
3239,2.0,5.0,2.0,590000,130.0
3240,2.0,3.0,1.0,379000,80.0
3241,2.0,4.0,11.5,384000,130.0
3242,2.0,4.0,2.0,375000,160.0
3243,1.0,4.0,3.0,449000,95.0
3244,2.0,5.0,6.0,529000,170.0
3245,1.0,3.0,3.0,219000,80.0
3246,2.0,4.0,2.0,530000,175.0
3247,2.0,5.5,1.0,275000,140.0
3248,3.0,5.5,5.0,1050000,220.0
3249,2.0,4.0,2.0,159000,100.0
3250,1.0,2.0,0.5,199000,65.0
3251,2.0,4.0,1.0,179000,108.0
3252,1.0,2.0,4.0,269000,60.0
3253,2.0,3.0,0.5,832000,114.0
3254,2.0,5.0,11.5,398000,135.0
3255,3.0,5.0,2.0,950000,180.0
3256,2.0,2.0,0.5,259000,63.0
3257,3.0,5.0,11.5,750000,286.0
3258,2.0,5.0,3.0,560000,140.0
3259,1.0,4.0,4.0,230000,84.0
3260,1.0,2.0,0.0,400000,90.0
3261,1.0,2.0,1.0,457000,63.0
3262,1.0,2.0,1.0,450000,50.0
3263,1.0,2.0,1.0,127000,70.0
3264,3.0,4.0,0.5,980000,155.0
3265,3.0,3.0,1.0,976000,136.0
3266,2.0,5.5,3.0,700000,170.0
3267,3.0,4.0,6.0,299000,140.0
3268,1.0,4.0,1.0,229000,100.0
3269,2.0,4.0,11.5,390000,155.0
3270,3.0,5.0,3.0,664000,195.0
3271,1.0,2.0,1.0,260000,60.0
3272,1.0,2.0,7.0,255000,60.0
3273,2.0,3.0,2.0,330000,75.0
3274,2.0,3.0,1.0,119000,65.0
3275,1.0,3.0,0.5,165000,87.0
3276,1.0,2.0,4.0,175000,60.0
3277,1.0,2.0,0.5,119000,45.0
3278,2.0,5.5,3.0,1415000,230.0
3279,1.0,3.0,1.0,190000,60.0
3280,2.0,3.0,4.0,980000,101.0
3281,2.0,4.0,0.5,429000,142.0
3282,1.0,3.0,6.0,229000,86.0
3283,1.0,2.0,3.0,169000,50.0
3284,1.0,2.0,0.5,99000,42.0
3285,1.0,2.0,0.5,99000,30.0
3286,3.0,5.0,0.5,490000,171.0
3287,2.0,5.0,4.0,349000,105.0
3288,1.0,2.0,4.0,250000,55.0
3289,1.0,4.0,0.5,160000,110.0
3290,2.0,3.0,4.0,275000,75.0
3291,3.0,5.5,2.0,970000,204.0
3292,3.0,5.0,11.5,495000,180.0
3293,1.0,4.0,2.0,650000,130.0
3294,1.0,2.0,4.0,490000,69.0
3295,2.0,3.0,3.0,330000,107.0
3296,1.0,2.0,3.0,198000,50.0
3297,2.0,3.0,11.5,395000,95.0
3298,3.0,5.0,11.5,780000,200.0
3299,1.0,2.0,4.0,189000,60.0
3300,1.0,3.0,2.0,260000,105.0
3301,1.0,4.0,6.0,495000,121.0
3302,1.0,3.0,4.0,289000,94.0
3303,1.0,3.0,3.0,470000,80.0
3304,2.0,5.0,1.0,519000,160.0
3305,1.0,3.0,1.0,255000,90.0
3306,1.0,2.0,0.3,495000,97.0
3307,1.0,1.0,2.0,110000,38.0
3308,1.0,3.0,0.5,500000,80.0
3309,1.0,3.0,1.0,189000,70.0
3310,1.0,2.0,1.0,135000,45.0
3311,1.0,2.0,0.5,145000,40.0
3312,1.0,3.0,4.0,530000,149.0
3313,1.0,1.0,1.0,265000,30.0
3314,1.0,3.0,0.5,115000,70.0
3315,2.0,3.0,1.0,170000,73.0
3316,1.0,3.0,3.0,259000,90.0
3317,2.0,4.0,5.0,940000,153.0
3318,1.0,2.0,1.0,135000,55.0
3319,1.0,4.0,1.0,1100000,110.0
3320,2.0,3.0,3.0,255000,108.0
3321,1.0,3.0,3.0,420000,110.0
3322,2.0,5.5,3.0,499000,151.0
3323,1.0,3.0,5.0,289000,60.0
3324,2.0,4.0,0.3,275000,135.0
3325,3.0,5.0,4.0,559000,160.0
3326,1.0,1.0,1.0,69000,42.0
3327,1.0,3.0,0.5,239000,77.0
3328,2.0,3.0,1.0,195000,85.0
3329,2.0,4.0,1.0,370000,102.0
3330,2.0,5.5,0.5,750000,145.0
3331,3.0,5.5,4.0,1090000,214.0
3332,1.0,5.0,11.5,495000,120.0
3333,2.0,5.0,3.0,650000,140.0
3334,2.0,3.0,1.0,375000,130.0
3335,1.0,3.0,0.5,159000,73.0
3336,1.0,3.0,1.0,465000,65.0
3337,2.0,3.0,3.0,259000,100.0
3338,3.0,5.0,11.5,1170000,150.0
3339,1.0,3.0,1.0,169000,70.0
3340,2.0,3.0,1.0,325000,80.0
3341,2.0,5.0,4.0,479000,135.0
3342,2.0,3.0,2.0,269000,106.0
3343,2.0,5.5,1.0,970000,190.0
3344,2.0,4.0,11.5,385000,130.0
3345,1.0,3.0,3.0,289000,100.0
3346,2.0,5.0,2.0,670000,175.0
3347,2.0,5.0,3.0,725000,140.0
3348,2.0,4.0,11.5,500000,115.0
3349,2.0,4.0,1.0,349000,85.0
3350,3.5,5.5,6.0,620000,212.0
3351,1.0,2.0,7.0,269000,64.0
3352,2.0,3.0,3.0,280000,121.0
3353,2.0,3.0,11.5,283000,85.0
3354,3.5,5.5,0.5,1650000,256.0
3355,2.0,5.5,0.0,320000,140.0
3356,1.0,3.0,2.0,209000,75.0
3357,2.0,3.0,1.0,119000,80.0
3358,1.0,1.0,0.5,199000,45.0
3359,1.0,2.0,5.0,220000,48.0
3360,1.0,2.0,1.0,139000,70.0
3361,2.0,3.0,1.0,199000,81.0
3362,1.0,3.0,1.0,169000,95.0
3363,2.0,4.0,3.0,1500000,122.0
3364,2.0,3.0,4.0,370000,100.0
3365,1.0,2.0,5.0,299000,60.0
3366,1.0,2.0,0.5,185000,60.0
3367,1.0,2.0,3.0,209000,65.0
3368,2.0,5.0,4.0,559000,150.0
3369,2.0,5.0,0.5,595000,170.0
3370,1.0,3.0,5.0,229000,92.0
3371,1.0,3.0,1.0,395000,107.0
3372,2.0,4.0,2.0,209000,115.0
3373,2.0,3.0,0.5,171300,80.0
3374,2.0,4.0,4.0,499000,149.0
3375,1.0,3.0,0.5,145000,75.0
3376,2.0,3.0,1.0,229000,90.0
3377,1.0,2.0,3.0,169000,50.0
3378,2.0,5.0,2.0,600000,135.0
3379,1.0,2.0,3.0,119000,63.0
3380,2.0,3.0,0.5,430000,127.0
3381,3.0,5.5,2.0,1050000,160.0
3382,2.0,3.0,1.0,265000,100.0
3383,3.0,5.5,3.0,950000,200.0
3384,2.0,3.0,5.0,230000,87.0
3385,2.0,5.0,5.0,520000,132.0
3386,2.0,5.5,1.0,990000,155.0
3387,1.0,2.0,1.0,145000,71.0
3388,1.0,3.0,2.0,100000,82.0
3389,3.0,5.5,0.5,1590000,200.0
3390,3.0,5.5,0.5,649000,242.0
3391,3.0,5.5,11.5,495000,180.0
3392,1.0,5.0,3.0,395000,131.0
3393,2.0,3.0,2.0,143000,75.0
3394,1.0,1.0,1.0,75000,45.0
3395,1.0,2.0,1.0,220000,75.0
3396,1.0,2.0,1.0,260000,55.0
3397,2.0,4.0,1.0,192000,100.0
3398,2.0,3.0,2.0,228500,90.0
3399,2.0,5.0,0.3,550000,140.0
3400,1.0,3.0,1.0,349000,120.0
3401,2.0,3.0,0.5,360000,80.0
3402,1.0,2.0,1.0,198000,60.0
3403,1.0,3.0,4.0,289000,90.0
3404,1.0,2.0,0.5,149000,60.0
3405,3.5,5.5,4.0,1350000,248.0
3406,2.0,4.0,2.0,328000,100.0
3407,1.0,3.0,11.5,255000,90.0
3408,1.0,3.0,11.5,139000,69.0
3409,2.0,4.0,1.0,549000,145.0
3410,1.0,5.0,2.0,279000,110.0
3411,2.0,4.0,3.0,280000,120.0
3412,2.0,4.0,0.5,358000,105.0
3413,1.0,4.0,4.0,439000,130.0
3414,1.0,2.0,0.5,99000,65.0
3415,1.0,3.0,0.3,255000,95.0
3416,2.0,4.0,0.5,399000,112.0
3417,1.0,2.0,0.5,265000,60.0
3418,1.0,4.0,0.5,339000,115.0
3419,1.0,2.0,5.0,185000,61.0
3420,1.0,3.0,3.0,630000,110.0
3421,1.0,4.0,4.0,329000,110.0
3422,1.0,2.0,0.5,250000,70.0
3423,2.0,5.0,6.0,920000,184.0
3424,1.0,2.0,3.0,350000,75.0
3425,1.0,3.0,2.0,195000,60.0
3426,1.0,2.0,1.0,209000,65.0
3427,3.5,5.0,2.0,1350000,160.0
3428,1.0,2.0,0.3,83000,55.0
3429,2.0,3.0,0.5,210000,97.0
3430,1.0,3.0,1.0,310000,91.0
3431,1.0,3.0,2.0,185000,77.0
3432,1.0,3.0,3.0,310000,90.0
3433,1.0,3.0,3.0,395000,96.0
3434,2.0,4.0,3.0,1050000,140.0
3435,2.0,5.5,3.0,1300000,170.0
3436,3.0,3.0,0.5,149000,110.0
3437,2.0,4.0,1.0,376000,96.0
3438,2.0,5.0,0.5,790000,161.0
3439,1.0,2.0,1.0,190000,70.0
3440,1.0,2.0,1.0,320000,45.0
3441,1.0,3.0,1.0,310000,90.0
3442,1.0,3.0,4.0,229000,95.0
3443,2.0,5.0,0.5,499000,152.0
3444,1.0,2.0,3.0,85000,45.0
3445,1.0,4.0,3.0,225000,114.0
3446,2.0,3.0,0.3,240000,90.0
3447,2.0,3.0,1.0,380000,94.0
3448,2.0,3.0,3.0,495000,130.0
3449,3.0,5.0,11.5,740000,236.0
3450,2.0,4.0,11.5,348000,105.0
3451,2.0,5.0,1.0,695000,186.0
3452,1.0,3.0,5.0,310000,112.0
3453,1.0,4.0,3.0,475000,110.0
3454,2.0,4.0,2.0,240000,110.0
3455,1.0,4.0,8.0,218000,77.0
3456,1.0,2.0,0.5,150000,55.0
3457,2.0,4.0,5.0,850000,120.0
3458,1.0,2.0,0.0,99000,62.0
3459,1.0,1.0,3.0,99000,49.0
3460,1.0,2.0,2.0,130000,40.0
3461,2.0,3.0,3.0,359000,125.0
3462,2.0,3.0,7.0,359000,105.0
3463,1.0,2.0,2.0,169000,65.0
3464,2.0,3.0,5.0,265000,86.0
3465,1.0,3.0,2.0,185000,60.0
3466,1.0,3.0,1.0,155000,67.0
3467,1.0,3.0,1.0,290000,75.0
3468,1.0,2.0,3.0,329000,55.0
3469,1.0,1.0,0.3,234000,40.0
3470,1.0,3.0,4.0,195000,60.0
3471,1.0,2.0,3.0,249000,60.0
3472,1.0,2.0,0.5,109000,38.0
3473,2.0,4.0,1.0,480000,140.0
3474,2.0,4.0,2.0,370000,105.0
3475,2.0,5.0,11.5,1289000,206.0
3476,1.0,2.0,5.0,169000,54.0
3477,1.0,3.0,3.0,173000,69.0
3478,2.0,3.0,1.0,175500,100.0
3479,2.0,3.0,1.0,230000,77.0
3480,1.0,3.0,5.0,450000,97.0
3481,2.0,4.0,11.5,290000,103.0
3482,3.0,5.5,1.0,830000,152.0
3483,1.0,3.0,1.0,295000,79.0
3484,1.0,1.0,1.0,115000,38.0
3485,1.0,2.0,1.0,130000,60.0
3486,2.0,4.0,1.0,395000,141.0
3487,2.0,3.0,11.5,519000,120.0
3488,1.0,2.0,1.0,150000,55.0
3489,2.0,3.0,11.5,890000,100.0
3490,1.0,4.0,2.0,200000,120.0
3491,1.0,2.0,3.0,190000,52.0
3492,3.0,5.5,3.0,1370000,220.0
3493,1.0,2.0,1.0,229000,70.0
3494,1.0,2.0,0.5,160000,66.0
3495,2.0,5.0,2.0,475000,150.0
3496,1.0,2.0,4.0,835000,80.0
3497,1.0,2.0,0.0,155000,40.0
3498,1.0,3.0,3.0,110000,85.0
3499,1.0,3.0,0.5,169000,80.0
3500,1.0,5.0,5.0,510000,123.0
3501,2.0,3.0,2.0,240000,100.0
3502,2.0,3.0,0.3,389000,100.0
3503,2.0,5.5,11.5,565000,191.0
3504,1.0,1.0,5.0,145000,40.0
